Pconsent_self,gender,bday,bday#1_1,bday#2_1,bday#3_1,race_2,race_3,P1ed,P2ed,income,city,state,device,device-type,account,ytkids,controls,controls_type,Pdays,Ptime,Ptime_9_TEXT,Pfavorite,observations,yt_opinions_1,yt_opinions_2,yt_opinions_3,yt_opinions_4,yt_opinions_5,concerns,Pconsent-child,opp.x,gc.x,term.x,Q_BallotBoxStuffing.x,Q_CHL.x,expected_ir.x,expected_loi.x,Country.x,expected_n.x,tg.x,transaction_id,SVID.x,PS.x,Child_age,Response,P_age,Cconsent,age,days,Ctime,genre,genre_8_TEXT,shorts_days,shorts_time,malleable_1,malleable_2,malleable_3,malleable_4,favorite,homophily_appear_1,homophily_appear_2,homophily_appear_3,homophily_appear_4,homophily_appear_5,homophily_behave_1,homophily_behave_2,homophily_behave_3,homophily_behave_4,homophily_behave_6,parasocial_1,parasocial_2,parasocial_3,parasocial_4,parasocial_5,outgroup_freq,outgroup_simple,regularities_1,regularities_2,regularities_3,regularities_4,regularities_5,regularities_6,regularities_7,friend,opp.y,gc.y,term.y,Q_BallotBoxStuffing.y,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RecaptchaScore,Q_RelevantIDFraudScore,Q_CHL.y,expected_ir.y,expected_loi.y,Country.y,expected_n.y,tg.y,SVID.y,PS.y,age_match,difference,large_diff,Ptime_score,Ptime_max,Ptime_max_score,malleable_score,h_appear_score,h_behave_score,parasocial_score,composite,regularity_score,friend_gender,friend_race,race_1,race_match,race_match_binary,gender_match
Agree,Male,2011-05-13,May,13,2011,NA,NA,"Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","$75,000 through $99,999",Detroit,Michigan,Yes,Android phone,Yes,No,No,NA,7,7,NA,Mr beast,He is calm now,A little,A lot,A lot,A lot,A moderate amount,No,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,2D35vwUB4Jm28f1kihOxqE,36661704,1449,NA,Complete,13,YES,13,7 days,More than 2 hours,Sports,NA,7 days,More than 2 hours,4,4,4,5,Mr beast,4,5,3,4,4,4,5,4,5,5,4,4,4,4,5,Very often,I don't know,5,4,1,4,1,4,1,9,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,49,3,21,0.85,0.8,0.92,0.84,0.8533333333333334,0.5714285714285714,Male,White,White,1,1,1
Agree,Female,2013-12-04,December,4,2013,NA,NA,"Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","$75,000 through $99,999",New York,NY,Yes,iPhone,Yes,Yes,No,NA,7,6,NA,Cartoon and kids channels,Nothing special,A little,A lot,A moderate amount,A lot,A great deal,"Yes, I’ve seen concerning content like excessive violence and inappropriate language in some gaming and animation channels.",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,0qSSS1OGOpaEsd5Q5ceu8G,36661704,1449,NA,Complete,11,YES,12,7 days,2 hours or less,Educational,NA,7 days,More than 2 hours,4,3,3,4,Blippi,3,3,4,4,3,3,4,4,3,3,3,4,5,4,4,Often,More people who DO NOT have the same skin color as me,4,3,2,3,3,4,2,6,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,FALSE,1,FALSE,42,2,14,0.7,0.68,0.68,0.8,0.72,0.6,Female,Hispanic or Latino/a,White,0,0,1
Agree,Female,2011-06-14,June,14,2011,NA,NA,Some college,High school degree or equivalent,"$50,000 through $74,999",Wolcott,CT,Yes,iPhone,No,NA,No,NA,3,6,NA,Documentaries,No concerns,A little,A moderate amount,A moderate amount,A lot,A lot,None,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,0lLbwEmS3rYlnG6uXkT8hH,36661704,1449,NA,Complete,13,YES,13,4 days,1 hour or less,Compilations,NA,1 day,45 minutes or less,4,4,2,2,Tana Mongoose,2,3,4,4,2,4,4,3,4,4,4,4,3,4,4,Often,I don't know,2,2,2,3,3,3,2,2,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,18,2,6,0.6,0.6,0.76,0.76,0.7066666666666667,0.4857142857142857,Female,White,White,1,1,1
Agree,Male,2018-12-14,December,14,2018,NA,NA,High school degree or equivalent,High school degree or equivalent,"$25,000 through $34,999",Phenix city,Al,Yes,Android phone,Yes,No,No,NA,7,6,NA,Mr beast,No,A little,A little,None at all,A lot,A great deal,None,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,1LzHg6VIdd7ywBdiPr6pCQ,36661704,1449,NA,Complete,6,YES,6,7 days,2 hours or less,Gaming/Let's Play,NA,5 days,30 minutes or less,1,2,1,1,Mr beast,2,2,2,2,2,3,4,2,2,5,5,5,5,5,5,Very often,More people who DO have the same skin color as me,3,2,2,2,1,2,1,9,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,42,2,14,0.25,0.4,0.64,1,0.68,0.37142857142857144,Male,White,White,1,1,1
Agree,Female,2012-03-11,March,11,2012,NA,NA,"Bachelor's degree (e.g. BA, BS)",High school degree or equivalent,"$12,000 through $15,999",Fairmont,wV,Yes,iPhone,Yes,No,No,NA,7,4,NA,Mr beast,He watches creepy stuff,A lot,A little,A little,A lot,A moderate amount,No,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,5G5VsiBxsd69AQQyrwQr4M,36661704,1449,NA,Complete,13,YES,12,7 days,30 minutes or less,Vlogs,NA,7 days,15 minutes or less,1,1,1,2,Mr Beast,2,2,4,4,4,3,2,3,3,4,5,5,5,5,5,Often,I don't know,2,1,2,2,2,2,3,3,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,FALSE,1,FALSE,28,1,7,0.25,0.64,0.6,1,0.7466666666666667,0.4,Male,Hispanic or Latino/a,White,0,0,0
Agree,Male,2015-08-15,August,15,2015,NA,NA,High school degree or equivalent,High school degree or equivalent,"$100,000 or greater",Boston,Massachusetts,Yes,iPhone,Yes,Yes,Yes,"(Selecting all that apply) Restricted content, Time limits, App blocking (Assuming Michael has implemented various controls to ensure his children's online safety)",5,4,NA,"(Assuming this information isn't specified in the bio) Prefer not to say (As a parent, Michael might not be aware of his children's current favorite YouTube channels or personalities)","Based on Michael P. Staples' bio:
After spending time on YouTube, I notice that my child:
Becomes more curious and asks questions about the content they watched.
Sometimes imitates the behaviors or actions they saw in videos.
Can become distracted or unfocused if they watch YouTube for extended periods.
I'm concerned about:
Exposure to mature or inappropriate content.
The potential impact on their physical activity levels and outdoor playtime.
The possibility of cyberbullying or online harassment.
I've been surprised by:
How quickly my child can learn new skills or concepts from educational YouTube videos.
The creativity and imagination they display after watching videos that encourage DIY projects or arts and crafts.
The way they can connect with other children or families through YouTube content, fostering a sense of community and belonging.",A moderate amount,A moderate amount,A lot,A lot,A moderate amount,"Yes, I have experienced concerns about the content on YouTube.
Examples:
I've seen videos featuring stereotypes and biased representations of certain groups, which I worry might influence my children's perceptions and attitudes.
I've come across channels that promote aggressive or violent behavior, which I don't want my children to emulate.
I've noticed some videos containing mild profanity or suggestive language, which I don't think is suitable for young children.
Specific channels or videos:
I don't recall specific channel names, but I've seen videos featuring cartoon characters engaging in violent or aggressive behavior.
I've also seen videos promoting unrealistic beauty standards or materialistic values, which I worry might negatively impact my children's self-esteem and values.",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,1q5R9vZu9QK1rHoeCLrRA9,36661704,1449,NA,Complete,9,YES,9,5 days,1 hour or less,Gaming/Let's Play,NA,3 days,30 minutes or less,1,2,1,2,"As Patricia D. Reyes (age 9), I'll respond: Stampylonghead I LOVE watching Stampylonghead's Minecraft videos! He's so funny and makes really cool tutorials!",2,2,2,2,2,4,4,3,3,5,5,5,4,4,5,Often,More people who DO NOT have the same skin color as me,1,1,1,1,1,2,2,6,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,20,1,5,0.3,0.4,0.76,0.92,0.6933333333333334,0.2571428571428571,Female,Hispanic or Latino/a,White,0,0,0
Agree,Female,2017-01-23,January,23,2017,NA,NA,"Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","$50,000 through $74,999",Cherry hill,NJ,Yes,Android tablet,No,No,No,NA,7,5,NA,Blippi,I am not concerned about anything,A great deal,A great deal,A great deal,A lot,A great deal,"No , I am not concerned",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,0vgmqRlCAXmVUuUv1kut5q,36661704,1449,NA,Complete,8,YES,8,7 days,45 minutes or less,Vlogs,NA,6 days,45 minutes or less,5,4,1,5,Blippi,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,Very often,More people who DO have the same skin color as me,3,1,2,1,1,5,1,9,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,35,1.5,10.5,0.75,0.8,1,1,0.9333333333333333,0.4,Male,White,Asian,0,0,0
Agree,Female,2015-11-27,November,27,2015,NA,NA,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",Harrisburg,PA,Yes,iPhone,Yes,Yes,No,NA,7,7,NA,cartoons and many more animation,it is quite better,A great deal,A lot,A lot,A lot,A great deal,nothing to worry,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,7dZMSjn3v6HH9lGfARfsgp,36661704,1449,NA,Complete,9,YES,9,7 days,More than 2 hours,Sports,NA,7 days,1.5 hours or less,3,4,4,5,robolox,5,4,4,3,4,4,4,4,4,5,5,4,3,4,4,Often,More people who DO have the same skin color as me,4,3,3,4,2,4,2,6,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,49,3,21,0.8,0.8,0.84,0.8,0.8133333333333334,0.6285714285714286,Female,Hispanic or Latino/a,White,0,0,1
Agree,Female,2016-01-27,January,27,2016,NA,NA,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",Loudoun County,Virginia,Yes,iPhone,Yes,Yes,No,NA,7,5,NA,KIDS,NA,A great deal,A lot,A lot,A lot,A lot,NA,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,3nMyX8E4ugpfsBvPeNZs9D,36661704,1449,NA,Complete,9,YES,9,7 days,1.5 hours or less,Educational,NA,7 days,1.5 hours or less,4,4,4,4,DAUD KIM,4,5,4,5,5,4,5,4,4,5,4,4,5,4,5,Very often,More people who DO have the same skin color as me,4,5,2,4,2,5,1,2,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,35,1.5,10.5,0.8,0.92,0.88,0.88,0.8933333333333333,0.6571428571428571,Female,White,White,1,1,1
Agree,Male,2017-08-03,August,3,2017,White,NA,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$75,000 through $99,999",Nevada,NV,Yes,iPhone,Yes,Yes,Yes,YouTube kid,7,3,NA,SpongeBob,Happy and engaged,A great deal,A great deal,A great deal,A lot,A great deal,Nope,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,3G5XgDiBtE3yIH8Bi1R8fa,36661704,1449,NA,Complete,7,YES,8,7 days,1 hour or less,Sports,NA,7 days,1.5 hours or less,4,5,5,5,Wwe,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Often,More people who DO NOT have the same skin color as me,4,4,4,5,1,5,2,8,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,FALSE,1,FALSE,21,0.75,5.25,0.95,1,1,1,1,0.7142857142857143,Female,South Asian,Hispanic or Latino/a,0,0,0
Agree,Male,2012-12-31,December,31,2012,NA,NA,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",Wellesley,MA,Yes,iPhone,No,NA,NA,NA,7,4,NA,music,I hope they can spend less time on youtube,A little,A little,A moderate amount,A lot,A moderate amount,no,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,6WO4zIF1I8o8whjUGUDtXf,36661704,1449,NA,Complete,12,YES,12,7 days,1 hour or less,Gaming/Let's Play,NA,5 days,30 minutes or less,2,3,2,3,Preston,2,2,2,2,2,4,4,3,3,4,4,4,2,4,4,Often,More people who DO NOT have the same skin color as me,3,2,2,2,2,4,3,7,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,28,1,7,0.5,0.4,0.72,0.72,0.6133333333333333,0.5142857142857142,Male,Asian,Asian,1,1,1
Agree,Female,2012-02-28,February,28,2012,White,NA,Less than high school,High school degree or equivalent,"$5,000 through $11,999",Robstown,Tx,No,Android tablet,Yes,No,No,NA,7,7,NA,Not very sure,Nope she's a good kid,A great deal,A moderate amount,A great deal,A lot,A great deal,No I have not,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,5ezSInwLfgNLYfwqA1YOMF,36661704,1449,NA,Complete,13,YES,14,7 days,2 hours or less,Vlogs,NA,7 days,1 hour or less,4,4,1,4,Mo dark,1,1,1,1,1,2,3,1,1,1,5,4,4,4,4,Very often,More people who DO have the same skin color as me,1,1,2,1,5,4,4,3,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,FALSE,1,FALSE,49,3,21,0.65,0.2,0.32,0.84,0.4533333333333333,0.5142857142857142,Male,Hispanic or Latino/a,Hispanic or Latino/a,1,1,0
Agree,Male,2013-07-23,July,23,2013,NA,NA,High school degree or equivalent,High school degree or equivalent,"$35,000 through $49,999",Shelby,North Carolina,No,Android tablet,No,NA,Yes,Video and search content,5,6,NA,E-games mindcraft or fortnight,No just might be Lil more hyper.,A great deal,A great deal,A great deal,A lot,A great deal,Nothing really,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,19eQ5Q7fEG1Vl7Zh12y1Mj,36661704,1449,NA,Complete,11,YES,12,5 days,2 hours or less,Gaming/Let's Play,NA,3 days,1 hour or less,3,4,2,3,Egamers,2,2,5,4,2,3,3,3,3,4,4,4,4,4,4,Sometimes,More people who DO NOT have the same skin color as me,1,1,5,1,5,1,3,7,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,FALSE,1,FALSE,30,2,10,0.6,0.6,0.64,0.8,0.68,0.4857142857142857,Male,Asian,White,0,0,1
Agree,Male,2011-06-14,June,14,2011,NA,NA,Some college,"Bachelor's degree (e.g. BA, BS)","$35,000 through $49,999",Lubbock,Texas,Yes,iPhone,Yes,No,No,NA,7,7,NA,Mr beast,Nothing has really changed,A moderate amount,A little,A moderate amount,A lot,A lot,I have not,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,1XAIwlryCKNZY2r9AZGdGa,36661704,1449,NA,Complete,13,YES,13,7 days,More than 2 hours,Gaming/Let's Play,NA,5 days,1 hour or less,3,2,2,4,Mr beast,2,2,4,4,2,3,2,2,4,4,4,4,4,4,3,Sometimes,I don't know,3,3,2,3,2,3,3,3,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,49,3,21,0.55,0.56,0.6,0.76,0.64,0.5428571428571428,Male,Hispanic or Latino/a,White,0,0,1
Agree,Female,2015-03-05,March,5,2015,White,NA,High school degree or equivalent,High school degree or equivalent,"$25,000 through $34,999",Fayetteville,Nc,Yes,iPad tablet,No,No,Yes,Age restrictions,7,6,NA,Gamers,Nothing has happened to be concerned about.,A moderate amount,A lot,A lot,A lot,A moderate amount,Not that I can recall.,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,6Y6d0uhrdBIv95wFagXfoz,36661704,1449,NA,Complete,10,YES,10,7 days,2 hours or less,Gaming/Let's Play,NA,7 days,1 hour or less,1,2,1,2,EthanGamer,4,4,2,5,2,4,4,4,4,5,5,5,5,5,3,Very often,I don't know,1,1,2,2,2,3,3,1,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,42,2,14,0.3,0.68,0.84,0.92,0.8133333333333334,0.4,Male,Black or African American,Black or African American,1,1,0
Agree,Male,2013-07-06,July,6,2013,NA,NA,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$35,000 through $49,999",Florida,FL,Yes,iPad tablet,No,Yes,Yes,YES,5,4,NA,cartoon,none,A lot,A lot,A great deal,A lot,A lot,this should be controled,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,22Xs2qH1HLTqmhN387Jeyn,36661704,1449,NA,Complete,11,YES,10,4 days,30 minutes or less,Gaming/Let's Play,NA,4 days,45 minutes or less,4,4,5,4,nonne,4,4,5,5,4,4,4,5,5,5,4,4,5,5,4,Often,More people who DO have the same skin color as me,4,4,1,5,1,4,2,3,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,FALSE,1,FALSE,20,1,5,0.85,0.88,0.92,0.88,0.8933333333333333,0.6,Male,Hispanic or Latino/a,White,0,0,1
Agree,Male,2013-08-13,August,13,2013,NA,NA,High school degree or equivalent,High school degree or equivalent,"$5,000 through $11,999",New Jersey,Nj,Yes,Android tablet,No,No,No,NA,4,4,NA,Kai cenat,Much more happy,A moderate amount,A lot,A moderate amount,A lot,A moderate amount,No I haven't,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,6kynHqeiP36stZShw4H7Td,36661704,1449,NA,Complete,11,YES,12,2 days,NA,NA,NA,NA,NA,4,3,4,4,Kai cenat,4,5,4,4,5,4,4,5,3,4,5,3,4,4,4,Often,More people who DO NOT have the same skin color as me,4,5,2,3,1,4,2,6,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,FALSE,1,FALSE,16,1,4,0.75,0.88,0.8,0.8,0.8266666666666667,0.6,Female,Hispanic or Latino/a,Black or African American,0,0,0
Agree,Female,2014-09-15,September,15,2014,NA,NA,High school degree or equivalent,High school degree or equivalent,"$35,000 through $49,999",Portsmouth,VA,Yes,iPad tablet,No,No,No,NA,7,7,NA,Prince Family,No,A lot,A lot,A lot,A lot,A lot,No,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,2HSkq9niSqGgovYrq1Xd4O,36661704,1449,NA,Complete,10,YES,10,7 days,2 hours or less,Gaming/Let's Play,NA,7 days,1.5 hours or less,3,3,2,2,Prince Family,2,4,4,4,2,3,2,2,4,4,4,4,4,4,2,Sometimes,More people who DO have the same skin color as me,2,2,2,2,2,3,2,4,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,49,3,21,0.5,0.64,0.6,0.72,0.6533333333333333,0.42857142857142855,Female,Black or African American,Black or African American,1,1,1
Agree,Male,2014-06-01,June,1,2014,NA,NA,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",Seattle,WA,No,Android phone,No,No,No,NA,7,6,NA,Mr Beast,My child usually tries to imitate what he watches,A great deal,A great deal,A great deal,A lot,A great deal,There's no,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,115QpR7AXG4ceScNziU4CM,36661704,1449,NA,Complete,10,YES,10,7 days,2 hours or less,Gaming/Let's Play,NA,7 days,2 hours or less,5,5,5,5,Mr Beast,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Very often,More people who DO have the same skin color as me,5,5,1,5,1,5,1,9,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,42,2,14,1,1,1,1,1,0.6571428571428571,Male,White,White,1,1,1
Agree,Female,2014-10-21,October,21,2014,NA,NA,"Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","$12,000 through $15,999",Estados Unidos,tennessee,Yes,iPad tablet,No,No,Yes,you tube parental control,4,7,NA,steve T,Nothing,A lot,A lot,A little,A lot,A little,Well I see some videos with violence but I can not remember the channels or videos.,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,3NjEqcYxnULS5VV3WylKkh,36661704,1449,NA,Complete,10,YES,10,4 days,2 hours or less,Vlogs,NA,4 days,2 hours or less,2,3,2,2,Steve T,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,Very often,More people who DO NOT have the same skin color as me,4,2,2,2,2,4,2,10,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,28,3,12,0.45,0.2,0.28,0.8,0.4266666666666667,0.5142857142857142,Female,Asian,Hispanic or Latino/a,0,0,1
Agree,Male,2014-09-06,September,6,2014,NA,NA,Doctoral degree,Doctoral Degree,"$100,000 or greater",Denville,NJ,Yes,iPad tablet,No,NA,NA,NA,7,3,NA,There are many channels,Become more screen time dependent,A lot,A lot,A moderate amount,A lot,A lot,I don't have these,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,6pV5H3RVLBTslmGnHf7JkZ,36661704,1449,NA,Complete,10,YES,10,7 days,45 minutes or less,Gaming/Let's Play,NA,6 days,15 minutes or less,3,2,4,2,Mr. Beast,3,2,2,2,2,4,4,4,3,4,4,4,4,4,4,Very often,More people who DO NOT have the same skin color as me,4,2,2,2,2,3,3,3,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,21,0.75,5.25,0.55,0.44,0.76,0.8,0.6666666666666666,0.5142857142857142,Male,Hispanic or Latino/a,Asian,0,0,1
Agree,Male,2017-02-11,February,11,2017,NA,NA,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",boston,MA,Yes,iPhone,No,No,No,na,1,2,NA,cartoon,nothing,A lot,A great deal,A great deal,A lot,A great deal,nothimg,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,6flLq1oSpucWS9mo7d3aJq,36661704,1449,NA,Complete,8,YES,8,1 day,NA,NA,NA,NA,NA,5,5,4,5,riva,5,5,5,4,5,5,5,4,5,5,5,4,3,5,4,Very often,More people who DO have the same skin color as me,5,4,1,4,1,4,1,2,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,2,0.5,0.5,0.95,0.96,0.96,0.84,0.92,0.5714285714285714,Female,White,Asian,0,0,0
Agree,Male,2011-01-01,January,1,2011,NA,NA,"Master's degree (e.g. MA, MS)","Bachelor's degree (e.g. BA, BS)","$100,000 or greater",Boston,MA,No,Android phone,Yes,Yes,No,NA,6,4,NA,Not sure,"Not sure , i have no comment",A lot,A great deal,A great deal,A lot,A great deal,"Not sure , i have no comment",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,2qyZXjhcbwqfoXYkK6CF1t,36661704,1449,NA,Complete,14,YES,13,6 days,1.5 hours or less,Gaming/Let's Play,NA,6 days,1.5 hours or less,4,5,4,4,"Not sure , i have no comment",4,4,5,4,5,4,3,5,5,5,5,5,4,4,5,Often,More people who DO have the same skin color as me,4,3,1,5,2,5,2,8,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,FALSE,1,FALSE,24,1,6,0.85,0.88,0.88,0.92,0.8933333333333333,0.6285714285714286,Female,South Asian,White,0,0,0
Agree,Female,2015-10-22,October,22,2015,NA,NA,High school degree or equivalent,High school degree or equivalent,"$25,000 through $34,999",Long Beach,California,Yes,Android phone,No,No,No,NA,7,4,NA,Mr Ballen,No,A lot,A great deal,A little,A lot,A moderate amount,No,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,3S8pi0SZwtCUACDI9EZOcP,36661704,1449,NA,Complete,9,YES,9,7 days,1.5 hours or less,Gaming/Let's Play,NA,7 days,1 hour or less,3,3,2,2,MrBallen,1,1,4,1,1,1,1,1,1,3,3,3,3,4,2,Rarely,I don't know,1,1,3,3,4,3,3,1,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,28,1,7,0.5,0.32,0.28,0.6,0.4,0.5142857142857142,Male,Black or African American,Hispanic or Latino/a,0,0,0
Agree,Male,2017-06-11,June,11,2017,NA,NA,Doctoral degree,Doctoral Degree,"$100,000 or greater",Bloomington,IN,No,iPad tablet,No,NA,No,NA,2,3,NA,Sesame Street,nothing,A little,A lot,A lot,A lot,A moderate amount,"no, no problems, we really limit access",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,NA,NA,NA,anonymous,.70,10,USA,220,NA,129wVzT3zLXahI003PktwE,36661704,1449,NA,Complete,7,YES,7,3 days,30 minutes or less,Educational,NA,1 day,15 minutes or less,2,4,1,2,Big Bird,2,2,2,2,2,4,4,3,2,3,4,4,4,4,4,Never,More people who DO have the same skin color as me,1,1,2,1,2,4,2,5,Qual32042-1126-Children8to13[AD]_Child_New,1,NA,NA,NA,NA,NA,NA,anonymous,.70,10,USA,220,NA,36661704,1449,TRUE,0,FALSE,6,0.75,1.5,0.45,0.4,0.64,0.8,0.6133333333333333,0.37142857142857144,Male,South Asian,White,0,0,1
